315.000000,241.000000
218.000000,184.000000
198.000000,166.000000
203.000000,170.000000
213.000000,176.000000
204.000000,170.000000
222.000000,189.000000
201.000000,167.000000
206.000000,173.000000
226.000000,194.000000
210.000000,170.000000
214.000000,179.000000
217.000000,184.000000
205.000000,172.000000
211.000000,170.000000
211.000000,179.000000
198.000000,166.000000
236.000000,204.000000
211.000000,179.000000
208.000000,170.000000
213.000000,175.000000
202.000000,169.000000
206.000000,172.000000
214.000000,178.000000
202.000000,169.000000
216.000000,185.000000
200.000000,168.000000
205.000000,172.000000
200.000000,168.000000
208.000000,175.000000
209.000000,177.000000
