3039.000000,2524.000000
1893.000000,1854.000000
1873.000000,1773.000000
1781.000000,1746.000000
1740.000000,1705.000000
1895.000000,1849.000000
1849.000000,1808.000000
1799.000000,1752.000000
1819.000000,1777.000000
1780.000000,1747.000000
1806.000000,1744.000000
1749.000000,1716.000000
1822.000000,1785.000000
1747.000000,1714.000000
1859.000000,1791.000000
1790.000000,1723.000000
1778.000000,1746.000000
1854.000000,1820.000000
1745.000000,1708.000000
1910.000000,1874.000000
1751.000000,1706.000000
1827.000000,1786.000000
1885.000000,1823.000000
1856.000000,1775.000000
1754.000000,1717.000000
1765.000000,1727.000000
1841.000000,1762.000000
1794.000000,1761.000000
1815.000000,1781.000000
1769.000000,1737.000000
1773.000000,1739.000000
