1762.000000,1688.000000
1791.000000,1754.000000
1955.000000,1919.000000
1757.000000,1721.000000
1733.000000,1696.000000
1725.000000,1690.000000
1722.000000,1687.000000
1774.000000,1738.000000
1744.000000,1701.000000
1826.000000,1753.000000
1824.000000,1697.000000
1785.000000,1675.000000
1720.000000,1685.000000
1742.000000,1703.000000
1750.000000,1712.000000
1778.000000,1743.000000
1756.000000,1720.000000
1745.000000,1709.000000
1754.000000,1719.000000
1755.000000,1719.000000
1820.000000,1784.000000
1877.000000,1842.000000
1831.000000,1796.000000
1815.000000,1780.000000
1838.000000,1802.000000
1797.000000,1761.000000
1831.000000,1795.000000
1726.000000,1690.000000
1764.000000,1728.000000
1768.000000,1701.000000
1814.000000,1695.000000
1767.000000,1732.000000
1767.000000,1732.000000
1723.000000,1686.000000
1734.000000,1693.000000
1920.000000,1876.000000
1865.000000,1830.000000
1856.000000,1821.000000
1843.000000,1806.000000
1735.000000,1697.000000
1756.000000,1721.000000
1767.000000,1732.000000
1736.000000,1695.000000
1774.000000,1738.000000
1758.000000,1711.000000
1817.000000,1690.000000
1788.000000,1702.000000
1984.000000,1721.000000
1851.000000,1795.000000
1732.000000,1696.000000
1713.000000,1677.000000
