483.000000,19.000000
66.000000,31.000000
60.000000,26.000000
51.000000,18.000000
79.000000,46.000000
68.000000,34.000000
73.000000,40.000000
90.000000,51.000000
72.000000,30.000000
61.000000,19.000000
80.000000,45.000000
81.000000,46.000000
64.000000,25.000000
96.000000,60.000000
72.000000,38.000000
73.000000,38.000000
69.000000,33.000000
51.000000,17.000000
50.000000,17.000000
55.000000,17.000000
51.000000,17.000000
52.000000,18.000000
53.000000,17.000000
54.000000,17.000000
54.000000,17.000000
50.000000,17.000000
50.000000,17.000000
50.000000,17.000000
52.000000,17.000000
51.000000,17.000000
50.000000,17.000000
51.000000,17.000000
52.000000,18.000000
51.000000,17.000000
53.000000,19.000000
58.000000,24.000000
52.000000,18.000000
50.000000,17.000000
50.000000,17.000000
50.000000,17.000000
50.000000,17.000000
50.000000,17.000000
50.000000,17.000000
56.000000,21.000000
51.000000,18.000000
54.000000,17.000000
50.000000,17.000000
52.000000,17.000000
50.000000,17.000000
52.000000,18.000000
50.000000,17.000000
