233.000000,165.000000
201.000000,169.000000
204.000000,169.000000
199.000000,166.000000
198.000000,166.000000
199.000000,166.000000
198.000000,166.000000
203.000000,168.000000
201.000000,166.000000
221.000000,186.000000
205.000000,173.000000
201.000000,165.000000
197.000000,165.000000
206.000000,172.000000
207.000000,174.000000
204.000000,172.000000
203.000000,165.000000
198.000000,165.000000
202.000000,169.000000
214.000000,177.000000
206.000000,172.000000
201.000000,168.000000
201.000000,169.000000
207.000000,167.000000
207.000000,174.000000
210.000000,174.000000
199.000000,167.000000
201.000000,168.000000
199.000000,166.000000
203.000000,171.000000
204.000000,172.000000
205.000000,171.000000
200.000000,166.000000
200.000000,167.000000
203.000000,169.000000
213.000000,178.000000
226.000000,193.000000
202.000000,169.000000
240.000000,207.000000
207.000000,171.000000
204.000000,168.000000
201.000000,166.000000
200.000000,166.000000
203.000000,170.000000
200.000000,168.000000
203.000000,168.000000
199.000000,166.000000
199.000000,166.000000
209.000000,176.000000
206.000000,167.000000
201.000000,169.000000
